iter	MultiClass
124	-0.2154084052
125	-0.2126557066
126	-0.2105643973
127	-0.2086293664
128	-0.2058488537
129	-0.2041923622
130	-0.2022231943
131	-0.2008281829
132	-0.198772897
133	-0.1958189091
134	-0.1941471881
135	-0.1922222218
136	-0.1898810666
137	-0.1878556621
138	-0.1859414404
139	-0.1839481554
140	-0.1820609427
141	-0.1801966941
142	-0.1780903437
143	-0.176222871
144	-0.1743539367
145	-0.1731792281
146	-0.1719176384
147	-0.1700240335
148	-0.1680132002
149	-0.1660598205
150	-0.1643592792
151	-0.162958757
152	-0.1610677154
153	-0.1594671517
154	-0.1577793478
155	-0.1563445978
156	-0.1549367359
157	-0.1535062636
158	-0.1522690932
159	-0.150863764
160	-0.1494281852
161	-0.148138992
162	-0.1468344459
163	-0.1456017958
164	-0.1443581979
165	-0.1431652324
166	-0.1417059234
167	-0.1402273599
168	-0.1391369771
169	-0.1376789708
170	-0.136472672
171	-0.1349146396
172	-0.1337530057
173	-0.1320861627
174	-0.1306116918
175	-0.1295310649
176	-0.1283313452
177	-0.1270010666
178	-0.1259634476
179	-0.1246714386
180	-0.1232168476
181	-0.122176077
182	-0.1211546588
183	-0.1201217502
184	-0.1189491841
185	-0.1176788372
186	-0.1169418921
187	-0.1158571829
188	-0.1146941769
189	-0.1136179647
190	-0.1125659697
191	-0.1115571282
192	-0.1107822742
193	-0.1097832768
194	-0.1088694894
195	-0.1080942784
196	-0.107030266
197	-0.1060900669
198	-0.1052056042
199	-0.1042097973
200	-0.1032968037
201	-0.1023838018
202	-0.1016236843
203	-0.1008160118
204	-0.1000377799
205	-0.09927670406
206	-0.09846175833
207	-0.09766760417
208	-0.09705100775
209	-0.09623199823
210	-0.09539232201
211	-0.09469732343
212	-0.0939351727
213	-0.09303278555
214	-0.09227910142
215	-0.09149952595
216	-0.09080738165
217	-0.09013162599
218	-0.08927201384
219	-0.08864613944
220	-0.08773881243
221	-0.08698610622
222	-0.08618068556
223	-0.08546213672
224	-0.0848481949
225	-0.08421276795
226	-0.08357330728
227	-0.08290116429
228	-0.0824525
229	-0.0818263585
230	-0.08126864825
231	-0.0806966077
232	-0.08008454558
233	-0.07937432528
234	-0.07867893033
235	-0.07811993837
236	-0.07744420161
237	-0.07685459745
238	-0.07611187509
239	-0.0755818747
240	-0.07510650712
241	-0.07448049087
242	-0.07390891602
243	-0.07336149007
244	-0.07285515882
245	-0.07232986164
246	-0.07192205953
247	-0.07152636257
248	-0.0710005457
249	-0.07051353711
250	-0.06999902735
251	-0.06948965943
252	-0.06898558224
253	-0.06850341852
254	-0.06788341467
255	-0.06742017463
256	-0.0669645248
257	-0.06632871703
258	-0.06579942226
259	-0.06530930722
260	-0.06467279925
261	-0.06429062808
262	-0.06387922031
263	-0.06329787706
264	-0.06275500273
265	-0.06251074274
266	-0.06228841151
267	-0.06195873175
268	-0.06146933263
269	-0.06102166785
270	-0.06050074967
271	-0.06003136459
272	-0.05968129222
273	-0.05923185272
274	-0.05873630895
275	-0.0582756002
276	-0.05783112553
277	-0.0575062137
278	-0.05705557712
279	-0.05668611252
280	-0.05639065353
281	-0.05611433385
282	-0.05581923177
283	-0.05543034364
284	-0.0551054452
285	-0.05481188897
286	-0.05449102227
287	-0.05415620291
288	-0.05380758439
289	-0.05350228678
290	-0.05309239473
291	-0.05267658562
292	-0.05238054584
293	-0.05208794341
294	-0.05175925707
295	-0.05157999061
296	-0.05129865047
297	-0.05097410938
298	-0.0507370065
299	-0.05039567668
300	-0.05013051616
301	-0.0499084159
302	-0.04960427431
303	-0.04926223235
304	-0.04899541466
305	-0.04865873453
306	-0.04832178112
307	-0.04804079182
308	-0.04776054982
309	-0.04748541836
310	-0.04717017679
311	-0.04684920468
312	-0.0465905863
313	-0.04633186302
314	-0.04605608711
315	-0.0458274659
316	-0.04554088169
317	-0.04531052362
318	-0.04504642448
319	-0.04484817223
320	-0.04470143782
321	-0.04443530529
322	-0.04414540295
323	-0.04396068145
324	-0.04373711834
325	-0.04357419645
326	-0.04342613521
327	-0.04323613017
328	-0.04299972339
329	-0.04278880354
330	-0.04253671734
331	-0.04235925786
332	-0.04214244228
333	-0.04193586887
334	-0.0417106932
335	-0.04155337797
336	-0.04134959959
337	-0.04116158581
338	-0.04091438614
339	-0.04071109792
340	-0.04051324164
341	-0.04032972543
342	-0.04010112588
343	-0.03989364697
344	-0.03971436107
345	-0.03946413019
346	-0.03928026285
347	-0.03906705232
348	-0.03882809003
349	-0.03860508741
350	-0.03840904514
351	-0.03816535719
352	-0.03793025881
353	-0.03776491517
354	-0.03755461193
355	-0.03739280407
356	-0.03727046839
357	-0.03713002112
358	-0.03703440184
359	-0.03684744805
360	-0.03661905291
361	-0.03649210231
362	-0.03632128053
363	-0.03616917402
364	-0.03602232509
365	-0.03583001948
366	-0.03569728063
367	-0.03559073348
368	-0.0354443969
369	-0.0352797895
370	-0.03507772203
371	-0.0349463996
372	-0.03479308063
373	-0.03460650806
374	-0.0344559211
375	-0.0342905947
376	-0.03413875239
377	-0.0339817818
378	-0.0337927299
379	-0.03358297109
380	-0.03339944983
381	-0.03323399092
382	-0.03307374565
383	-0.03294340917
384	-0.03280249162
385	-0.03266136265
386	-0.03253327263
387	-0.03240157594
388	-0.03228179332
389	-0.0320996418
390	-0.03193198956
391	-0.0318042323
392	-0.03171610672
393	-0.03160007103
394	-0.0315002868
395	-0.03139867061
396	-0.0312805744
397	-0.0311166978
398	-0.03102482461
399	-0.03091844369
400	-0.03080639144
401	-0.03068507952
402	-0.03054526998
403	-0.03043702009
404	-0.03032800147
405	-0.03021806833
406	-0.03009669366
407	-0.0300039521
408	-0.02990208618
409	-0.02976950761
410	-0.02966984245
411	-0.02954970939
412	-0.02945755181
413	-0.02933656282
414	-0.02922842267
415	-0.02910351494
416	-0.02898976585
417	-0.02883102221
418	-0.0286935464
419	-0.02855374712
420	-0.02842744289
421	-0.02830820979
422	-0.02818786919
423	-0.0280910512
424	-0.02797596541
425	-0.02785084473
426	-0.02772892834
427	-0.02763806431
428	-0.02752259221
429	-0.02746892915
430	-0.02738893083
431	-0.02725725289
432	-0.02716972994
433	-0.02709075333
434	-0.02699592509
435	-0.02692795744
436	-0.02680348128
437	-0.02670640822
438	-0.02658266038
439	-0.02647370941
440	-0.02634954846
441	-0.0262590435
442	-0.02615014314
443	-0.02605743384
444	-0.02597232418
445	-0.02585640915
446	-0.02577133757
447	-0.02566141785
448	-0.02554807796
449	-0.0254763777
450	-0.02537276375
451	-0.0252787579
452	-0.02517797855
453	-0.02509357223
454	-0.02500870471
455	-0.02493461418
456	-0.02485134913
457	-0.02475562475
458	-0.02466240723
459	-0.02459245447
460	-0.02453862959
461	-0.02443033433
462	-0.02432942543
463	-0.02425691919
464	-0.02415563242
465	-0.02406476552
466	-0.0239955696
467	-0.02392328565
468	-0.02385446858
469	-0.02375229585
470	-0.02368861269
471	-0.02360032139
472	-0.02352132254
473	-0.02345511579
474	-0.02335781193
475	-0.02326403229
476	-0.02319089893
477	-0.02308498649
478	-0.02298937549
479	-0.02290651706
480	-0.02282117657
481	-0.02273932269
482	-0.02263845296
483	-0.0225744086
484	-0.02249213282
485	-0.02245302409
486	-0.0223667145
487	-0.02228297284
488	-0.02222369887
489	-0.02217806379
490	-0.02212708952
491	-0.02207928692
492	-0.0220255647
493	-0.02199006088
494	-0.02192902986
495	-0.02184024288
496	-0.02178216525
497	-0.02172417819
498	-0.02165867852
499	-0.02158316203
500	-0.0215387207
501	-0.02149315616
502	-0.02142941664
503	-0.02136524013
504	-0.02130253867
505	-0.02121885857
506	-0.02115554528
507	-0.02107394238
508	-0.02101870737
509	-0.02095099361
510	-0.02089821174
511	-0.02084856275
512	-0.02079681184
513	-0.02072440952
514	-0.02064764583
515	-0.02057760749
516	-0.02050832613
517	-0.02043795331
518	-0.02039285215
519	-0.0203560619
520	-0.02028023154
521	-0.02023292431
522	-0.02016975156
523	-0.02010399055
524	-0.02004828001
525	-0.01999713108
526	-0.01992496557
527	-0.01986956071
528	-0.01979295178
529	-0.01975497486
530	-0.01969898943
531	-0.01962332169
532	-0.01956602511
533	-0.01951361238
534	-0.01945453479
535	-0.01939669824
536	-0.01934454174
537	-0.01927654944
538	-0.01920873389
539	-0.01916127602
540	-0.01910583214
541	-0.01903786685
542	-0.01896701994
543	-0.01892088795
544	-0.01887017829
545	-0.01882453182
546	-0.01878244645
547	-0.01873646148
548	-0.0186738198
549	-0.01863193063
550	-0.01858060001
551	-0.01854491069
552	-0.0184811638
553	-0.01843681836
554	-0.01838579124
555	-0.01832780778
556	-0.0182890526
557	-0.01824563586
558	-0.01820135336
559	-0.01813842153
560	-0.01808523226
561	-0.01804067008
562	-0.01799909185
563	-0.01794347925
564	-0.01791071128
565	-0.01787523104
566	-0.01784052585
567	-0.01779172695
568	-0.0177404591
569	-0.01768478439
570	-0.01764327043
571	-0.01758739243
572	-0.01752905916
573	-0.01749206229
574	-0.01744388462
575	-0.0173966881
576	-0.01736646656
577	-0.01732669524
578	-0.01728701394
579	-0.01723607268
580	-0.01719173019
581	-0.01716020794
582	-0.01711126662
583	-0.01707201065
584	-0.01703230119
585	-0.01698012726
586	-0.0169352003
587	-0.01690002773
588	-0.01685975129
589	-0.0168124283
590	-0.01678383544
591	-0.01673124026
592	-0.01668607381
593	-0.01665350681
594	-0.0166003676
595	-0.01655933975
596	-0.01651805212
597	-0.01646974163
598	-0.01642312438
599	-0.0163780502
600	-0.01633137064
601	-0.01628473497
602	-0.01624468664
603	-0.01619278864
604	-0.01614900565
605	-0.01611839544
606	-0.01608941418
607	-0.01604000354
608	-0.01599479509
609	-0.01595158858
610	-0.01591551981
611	-0.01588205135
612	-0.01584710168
613	-0.0158052931
614	-0.01575443305
615	-0.0157184804
616	-0.0156801962
617	-0.01565306969
618	-0.01562098266
619	-0.01558237278
620	-0.01553692082
621	-0.0155111567
622	-0.01547986182
623	-0.01544325206
624	-0.01541335958
625	-0.01537181598
626	-0.01533604185
627	-0.01530094613
628	-0.01525786074
629	-0.01522786922
630	-0.01520075433
631	-0.01516785992
632	-0.01513552858
633	-0.01510090454
634	-0.01507434867
635	-0.01504948008
636	-0.01501627864
637	-0.01499417489
638	-0.01497043047
639	-0.01492717595
640	-0.01489605655
641	-0.01486321401
642	-0.01482827235
643	-0.01479939981
644	-0.0147750988
645	-0.01474098871
646	-0.01470680636
647	-0.01466716982
648	-0.01462520213
649	-0.01458347108
650	-0.01454377531
651	-0.01451680088
652	-0.01448813746
653	-0.01445318522
654	-0.01442396812
655	-0.01439962312
656	-0.01437231854
657	-0.01433729354
658	-0.01430433973
659	-0.01428195161
660	-0.01424761437
661	-0.01422159819
662	-0.01418673567
663	-0.01416404799
664	-0.01413706289
665	-0.01410692619
666	-0.01407349799
667	-0.01404811772
668	-0.0140200273
669	-0.01398155635
670	-0.01394877363
671	-0.01391197642
672	-0.01389168515
673	-0.01385419141
674	-0.01383509687
675	-0.01380193113
676	-0.01377579666
677	-0.01374963502
678	-0.01372284707
679	-0.01369324701
680	-0.01365686579
681	-0.01363175373
682	-0.01359973295
683	-0.01356504159
684	-0.0135356727
685	-0.01351286405
686	-0.01348475603
687	-0.01345400077
688	-0.01341878079
689	-0.01339644821
690	-0.0133693381
691	-0.01334249044
692	-0.01330801744
693	-0.01328842454
694	-0.01326864624
695	-0.01324266759
696	-0.01320878373
697	-0.01318706057
698	-0.01316447992
699	-0.01313265118
700	-0.0131113073
701	-0.013078829
702	-0.01304559157
703	-0.01302175629
704	-0.01299232826
705	-0.01297394183
706	-0.01295871138
707	-0.01293980782
708	-0.01291333174
709	-0.01288600441
710	-0.01285915504
711	-0.01283370949
712	-0.01281477032
713	-0.0127928029
714	-0.01276849725
715	-0.0127522732
716	-0.01272597127
717	-0.01270342612
718	-0.01267285499
719	-0.01266052232
720	-0.01262988722
721	-0.01260901972
722	-0.01258017016
723	-0.01256204912
724	-0.01254038965
725	-0.01251810018
726	-0.01248982999
727	-0.01246896447
728	-0.01243723701
729	-0.01241808211
730	-0.01239558987
731	-0.01236716967
732	-0.01234444195
733	-0.01232996221
734	-0.01230604536
735	-0.0122869256
736	-0.01225887961
737	-0.01222459441
738	-0.01220591848
739	-0.01218163463
740	-0.01215904692
741	-0.01213888521
742	-0.01211765635
743	-0.01209115347
744	-0.01207078094
745	-0.01204207979
746	-0.01202125929
747	-0.01198970442
748	-0.01196318109
749	-0.01194620024
750	-0.0119217699
751	-0.01189709667
752	-0.01187597653
753	-0.01185117977
754	-0.01183702209
755	-0.0118146402
756	-0.01179835955
757	-0.01177426994
758	-0.01175515898
759	-0.0117302709
760	-0.01170458704
761	-0.01167807895
762	-0.01165446886
763	-0.01163060631
764	-0.01160406772
765	-0.01158834875
766	-0.01156582276
767	-0.01154882435
768	-0.01153386311
769	-0.01150784197
770	-0.01148466682
771	-0.01146337641
772	-0.01143997628
773	-0.01141632969
774	-0.01140207942
775	-0.01137628741
776	-0.01135784086
777	-0.01133916231
778	-0.01132491163
779	-0.01130222066
780	-0.011289243
781	-0.01127558705
782	-0.0112607696
783	-0.01124794768
784	-0.01122854948
785	-0.01121165271
786	-0.01119850031
787	-0.0111719467
788	-0.01115282475
789	-0.01113059831
790	-0.01111395017
791	-0.01109767291
792	-0.01108041055
793	-0.01106266668
794	-0.0110431847
795	-0.01102432582
796	-0.01100390115
797	-0.0109844596
798	-0.01097197456
799	-0.01094951718
800	-0.01093653034
801	-0.01092074918
802	-0.01090335759
803	-0.01088563158
804	-0.01086490881
805	-0.01084269655
806	-0.01082239742
807	-0.01080449187
808	-0.01079133314
809	-0.01077097187
810	-0.01075248229
811	-0.01073528719
812	-0.0107173815
813	-0.01070157598
814	-0.01068851386
815	-0.01067881684
816	-0.01065552586
817	-0.0106390318
818	-0.01062236215
819	-0.01060415766
820	-0.01058689946
821	-0.01057027196
822	-0.01055111517
823	-0.01053691983
824	-0.01052404372
825	-0.01050961066
826	-0.01049812078
827	-0.01047612917
828	-0.0104619501
829	-0.01044834754
830	-0.0104294359
831	-0.01040686607
832	-0.01038660566
833	-0.01037632295
834	-0.01036064445
835	-0.01034555231
836	-0.01032909611
837	-0.010314412
838	-0.01029754479
839	-0.01027504419
840	-0.01026044125
841	-0.01024029696
842	-0.01022973482
843	-0.01021658216
844	-0.01020126126
845	-0.01018975884
846	-0.01017591806
847	-0.01016302929
848	-0.01015044354
849	-0.01013142833
850	-0.01011534035
851	-0.01010329224
852	-0.01008755185
853	-0.01006863485
854	-0.01004824418
855	-0.01002840293
856	-0.01001908657
857	-0.01001003909
858	-0.009993525742
859	-0.009973903764
860	-0.009961530063
861	-0.009946377735
862	-0.009932933213
863	-0.009917080637
864	-0.009904363594
865	-0.009894959516
866	-0.009881481208
867	-0.009861453447
868	-0.009849131022
869	-0.009833470551
870	-0.009818527551
871	-0.009803014668
872	-0.009789103854
873	-0.009777587614
874	-0.009760682927
875	-0.009746726078
876	-0.009737625151
877	-0.009718391882
878	-0.009701803795
879	-0.009685923406
880	-0.009675420762
881	-0.009664216697
882	-0.009648812303
883	-0.009633419824
884	-0.009617971057
885	-0.009601940989
886	-0.009590127239
887	-0.009571880669
888	-0.009557094044
889	-0.00953897841
890	-0.009520264882
891	-0.009502226089
892	-0.009487145407
893	-0.00947516072
894	-0.009459200248
895	-0.009446530631
896	-0.009436693709
897	-0.009425748886
898	-0.009413641674
899	-0.00940173943
900	-0.009392564241
901	-0.009376964881
902	-0.009363074884
903	-0.009351326053
904	-0.009342869206
905	-0.009332102731
906	-0.009319054969
907	-0.009308661383
908	-0.009294514318
909	-0.00927696993
910	-0.009265336619
911	-0.00924495092
912	-0.009234278686
913	-0.009221990105
914	-0.00920680806
915	-0.009195386255
916	-0.009181522888
917	-0.009168542602
918	-0.009160626108
919	-0.00915287073
920	-0.009135272798
921	-0.009125615101
922	-0.009113464445
923	-0.009101632612
924	-0.009094113618
925	-0.009084287933
926	-0.009071239651
927	-0.009059146367
928	-0.009046963655
929	-0.009038496388
930	-0.009028844103
931	-0.009013331089
932	-0.009004559667
933	-0.008993011452
934	-0.008975754955
935	-0.008966138377
936	-0.008954479906
937	-0.008938433295
938	-0.008927334926
939	-0.008916559043
940	-0.008901430483
941	-0.008885590837
942	-0.008875462215
943	-0.00885984784
944	-0.00885242799
945	-0.008844363063
946	-0.00882964414
947	-0.008817584222
948	-0.008807700295
949	-0.008791079072
950	-0.008776033799
951	-0.008766536944
952	-0.008757274245
953	-0.008744032603
954	-0.008737568792
955	-0.00872287414
956	-0.008706204373
957	-0.008691659214
958	-0.008683045015
959	-0.008673124715
960	-0.00866263435
961	-0.008654292316
962	-0.008637251521
963	-0.008623416223
964	-0.00861476331
965	-0.008603293902
966	-0.00859380348
967	-0.008586907929
968	-0.008577341407
969	-0.008567787848
970	-0.008560734775
971	-0.008550662242
972	-0.00854242297
973	-0.008534092667
974	-0.008524666419
975	-0.008512055945
976	-0.008506542686
977	-0.00849629942
978	-0.008488459279
979	-0.008478312247
980	-0.008465321686
981	-0.008454501872
982	-0.008440790733
983	-0.008432604163
984	-0.00841968842
985	-0.00840704938
986	-0.008396929937
987	-0.008382783143
988	-0.008371723376
989	-0.00835985089
990	-0.00835045367
991	-0.008336916768
992	-0.008326166248
993	-0.008317968041
994	-0.00830961594
995	-0.008300297635
996	-0.008293066202
997	-0.00827689373
998	-0.008269488286
999	-0.008260117702
